mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.014943313598632813,0.0018300196546069758,0.0020599365234375,0.0001197319968726947,1.0,scale,linear,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}",0.8367346938775511,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.8541666666666666,0.821513605442177,0.025374354834938582,10
0.014823102951049804,0.0009225510302697136,0.002863311767578125,0.00010308835589723121,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.8163265306122449,0.8125,0.8125,0.8125,0.8333333333333334,0.8174319727891156,0.008087624327839917,16
0.020800352096557617,0.0008786062948372271,0.003942012786865234,0.00013582436726473167,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8367346938775511,0.8333333333333334,0.8125,0.8125,0.7916666666666666,0.8173469387755101,0.016357945258659152,17
0.7418666362762452,0.21673983530017413,0.0022678375244140625,0.0005740742140317263,100.0,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.7755102040816326,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.875,0.8134353741496598,0.03625521675956867,18
0.629966402053833,0.08617044265797434,0.0017406940460205078,0.00024284296390719509,100.0,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.7755102040816326,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.875,0.8134353741496598,0.03625521675956867,18
0.4627707481384277,0.1920833132830326,0.001397418975830078,0.00041191015360022876,100.0,scale,linear,"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}",0.7755102040816326,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.875,0.8134353741496598,0.03625521675956867,18
0.8235026359558105,0.19554738076261263,0.0017088890075683595,0.00026529869666409546,100.0,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.7755102040816326,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.875,0.8134353741496598,0.03625521675956867,18
0.5833024501800537,0.13832366616268726,0.0016283512115478516,0.00027127778468702196,100.0,auto,linear,"{'C': 100, 'gamma': 'auto', 'kernel': 'linear'}",0.7755102040816326,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.875,0.8134353741496598,0.03625521675956867,18
0.5887539386749268,0.09895286708411312,0.0015816211700439454,0.0003263876122075823,100.0,0.001,linear,"{'C': 100, 'gamma': 0.001, 'kernel': 'linear'}",0.7755102040816326,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.875,0.8134353741496598,0.03625521675956867,18
0.015898895263671876,0.0005123766789918317,0.002982473373413086,0.00012951696017298367,1.0,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8367346938775511,0.8333333333333334,0.8125,0.8333333333333334,0.75,0.8131802721088436,0.03273930998718152,24
